Magnitude,Redshift,MagnitudeLetter
21.69785,20.46662,r
21.32911,20.46662,i
21.33998,20.46662,z
25.828,19.87214,u
22.99174,19.87214,g
21.72035,19.87214,r
20.96899,19.87214,i
20.24652,19.87214,z
23.31771,22.61121,u
23.39887,22.61121,g
23.12075,22.61121,r
22.60219,22.61121,i
22.80877,22.61121,z
21.68366,19.30804,u
20.42035,19.30804,g
19.80187,19.30804,r
19.60348,19.30804,i
19.32611,19.30804,z
24.78222,19.11576,u
22.5765,19.11576,g
20.98597,19.11576,r
19.84719,19.11576,i
19.13913,19.11576,z
23.64035,20.8549,u
25.1799,20.8549,g
23.838,20.8549,r
22.09726,20.8549,i
20.86248,20.8549,z
23.96831,20.6629,u
24.86893,20.6629,g
22.28047,20.6629,r
21.10071,20.6629,i
20.80601,20.6629,z
25.97865,22.91773,u
24.31542,22.91773,g
24.49563,22.91773,r
22.63777,22.91773,i
22.90229,22.91773,z
21.52499,20.52685,u
20.63061,20.52685,g
20.47269,20.52685,r
20.35093,20.52685,i
20.50946,20.52685,z
24.1305,21.62969,u
23.90809,21.62969,g
23.23159,21.62969,r
21.57326,21.62969,i
21.63498,21.62969,z
23.30583,22.186,u
24.34015,22.186,g
22.92439,22.186,r
22.42468,22.186,i
22.25132,22.186,z
25.46243,18.85988,u
22.60923,18.85988,g
21.10131,18.85988,r
19.7167,18.85988,i
18.86798,18.85988,z
23.76677,22.99756,u
24.30621,22.99756,g
22.87616,22.99756,r
22.48534,22.99756,i
22.57604,22.99756,z
23.2033,23.65676,u
25.57696,23.65676,g
25.17379,23.65676,r
22.12581,23.65676,i
23.56651,23.65676,z
23.36122,19.87569,u
22.45136,19.87569,g
20.93192,19.87569,r
20.31149,19.87569,i
19.91764,19.87569,z
23.95386,23.39558,u
23.1668,23.39558,g
22.20983,23.39558,r
22.22281,23.39558,i
23.02678,23.39558,z
23.31829,20.72406,u
23.67705,20.72406,g
22.63164,20.72406,r
21.79369,20.72406,i
21.09954,20.72406,z
25.47659,21.88424,u
24.62789,21.88424,g
23.6263,21.88424,r
21.70178,21.88424,i
21.80336,21.88424,z
23.78615,22.02663,u
23.01434,22.02663,g
22.3114,22.02663,r
22.27065,22.02663,i
22.21264,22.02663,z
22.11368,22.38503,u
25.31712,22.38503,g
25.16963,22.38503,r
25.32219,22.38503,i
22.3723,22.38503,z
25.40294,19.6438,u
23.60613,19.6438,g
22.62625,19.6438,r
20.91787,19.6438,i
20.05028,19.6438,z
24.16739,19.04894,u
20.8413,19.04894,g
19.68108,19.04894,r
19.29698,19.04894,i
19.06826,19.04894,z
23.98885,17.45,u
22.38439,17.45,g
20.7015,17.45,r
18.58519,17.45,i
17.43102,17.45,z
22.15884,22.73391,u
24.74265,22.73391,g
23.99978,22.73391,r
23.08315,22.73391,i
22.53378,22.73391,z
21.4045,17.40854,u
20.40448,17.40854,g
19.96619,17.40854,r
19.78699,17.40854,i
19.55943,17.40854,z
23.84452,22.37618,u
23.18443,22.37618,g
22.01253,22.37618,r
21.66267,22.37618,i
22.49368,22.37618,z
22.15736,17.99284,u
19.93872,17.99284,g
18.78027,17.99284,r
18.25876,17.99284,i
18.01083,17.99284,z
23.65964,18.48632,u
20.43551,18.48632,g
19.2425,18.48632,r
18.71336,18.48632,i
18.47142,18.48632,z
21.71007,17.57825,u
19.34712,17.57825,g
18.24529,17.57825,r
17.83283,17.57825,i
17.58207,17.57825,z
24.48551,22.49595,u
22.72449,22.49595,g
22.03799,22.49595,r
21.96662,22.49595,i
22.42702,22.49595,z
25.52717,19.67789,u
22.95774,19.67789,g
22.10365,19.67789,r
20.81108,19.67789,i
19.98567,19.67789,z
23.11578,22.35882,u
23.34649,22.35882,g
22.60489,22.35882,r
22.92131,22.35882,i
22.60301,22.35882,z
23.19889,21.85841,u
23.95544,21.85841,g
22.92043,21.85841,r
22.18946,21.85841,i
21.80091,21.85841,z
25.55375,20.93088,u
25.07084,20.93088,g
25.06737,20.93088,r
23.97334,20.93088,i
21.1995,20.93088,z
21.98158,20.46476,u
20.81654,20.46476,g
20.7138,20.46476,r
20.62909,20.46476,i
20.4216,20.46476,z
22.86787,21.56648,u
22.22174,21.56648,g
22.15921,21.56648,r
22.05142,21.56648,i
21.71907,21.56648,z
25.06369,21.63463,u
24.75253,21.63463,g
23.50093,21.63463,r
22.13419,21.63463,i
21.76428,21.63463,z
23.09005,21.68479,u
23.13223,21.68479,g
22.66882,21.68479,r
22.16039,21.68479,i
21.79252,21.68479,z
23.86475,21.21177,u
24.66533,21.21177,g
23.27058,21.21177,r
21.86222,21.21177,i
21.15799,21.21177,z
24.64256,19.95932,u
24.11633,19.95932,g
21.79813,19.95932,r
20.97194,19.95932,i
20.32134,19.95932,z
24.06248,20.9152,u
25.30635,20.9152,g
23.24273,20.9152,r
21.92613,20.9152,i
21.02212,20.9152,z
22.34161,19.17793,u
22.69584,19.17793,g
21.42077,19.17793,r
20.68999,19.17793,i
20.29931,19.17793,z
21.73902,23.18178,u
24.2013,23.18178,g
25.56365,23.18178,r
24.26526,23.18178,i
23.18642,23.18178,z
25.94551,20.81311,u
24.18569,20.81311,g
22.57447,20.81311,r
21.42883,20.81311,i
20.82281,20.81311,z
24.50751,21.55058,u
24.6394,21.55058,g
22.30894,21.55058,r
21.98749,21.55058,i
21.55787,21.55058,z
18.54511,16.06141,u
17.08583,16.06141,g
16.46007,16.06141,r
16.20376,16.06141,i
16.06785,16.06141,z
25.07151,20.96733,u
24.89461,20.96733,g
24.42733,20.96733,r
22.14967,20.96733,i
20.90719,20.96733,z
18.45767,17.91163,u
18.21797,17.91163,g
18.17431,17.91163,r
17.97987,17.91163,i
17.9049,17.91163,z
25.38816,21.23748,u
23.93592,21.23748,g
23.18297,21.23748,r
21.56904,21.23748,i
21.11752,21.23748,z
24.53136,21.99172,u
24.72931,21.99172,g
23.7348,21.99172,r
22.63082,21.99172,i
22.18985,21.99172,z
23.94695,22.33497,u
23.99134,22.33497,g
22.90731,22.33497,r
22.53908,22.33497,i
21.96233,22.33497,z
23.76471,22.71136,u
24.67269,22.71136,g
24.55537,22.71136,r
22.64829,22.71136,i
22.74351,22.71136,z
23.76172,21.43772,u
23.84289,21.43772,g
22.55018,21.43772,r
22.0213,21.43772,i
21.42926,21.43772,z
25.02267,22.56613,u
25.33768,22.56613,g
23.83399,22.56613,r
22.4451,22.56613,i
22.39939,22.56613,z
24.25814,23.33957,u
22.88491,23.33957,g
22.55477,23.33957,r
21.4792,23.33957,i
23.22972,23.33957,z
25.13901,22.00512,u
24.74202,22.00512,g
22.6313,22.00512,r
22.14337,22.00512,i
21.98312,22.00512,z
26.53232,22.76072,u
25.87474,22.76072,g
25.52912,22.76072,r
22.06234,22.76072,i
22.76904,22.76072,z
24.96653,21.41849,u
23.30406,21.41849,g
22.88987,21.41849,r
22.02246,21.41849,i
21.53389,21.41849,z
21.16644,15.68404,u
20.13214,15.68404,g
24.80216,15.68404,r
24.362,15.68404,i
18.14814,15.68404,z
23.38251,22.16329,u
23.97913,22.16329,g
23.91733,22.16329,r
22.46317,22.16329,i
22.46172,22.16329,z
23.97361,19.12876,u
23.93182,19.12876,g
21.71197,19.12876,r
20.05367,19.12876,i
19.16977,19.12876,z
24.89949,21.66776,u
25.33537,21.66776,g
23.43221,21.66776,r
22.85971,21.66776,i
21.61696,21.66776,z
25.17056,20.11748,u
23.82248,20.11748,g
21.95908,20.11748,r
20.97366,20.11748,i
20.22326,20.11748,z
24.21115,20.88225,u
24.18424,20.88225,g
23.03944,20.88225,r
22.17965,20.88225,i
21.45032,20.88225,z
20.47111,16.75147,u
18.22565,16.75147,g
17.3012,16.75147,r
16.99866,16.75147,i
16.75386,16.75147,z
24.19328,20.02884,u
24.77482,20.02884,g
24.26381,20.02884,r
21.30293,20.02884,i
20.0142,20.02884,z
23.40862,21.82317,u
22.43789,21.82317,g
21.88388,21.82317,r
21.41581,21.82317,i
21.82488,21.82317,z
22.72357,21.79137,u
22.32647,21.79137,g
21.87033,21.79137,r
21.53287,21.79137,i
22.18047,21.79137,z
21.51398,19.7237,u
20.26784,19.7237,g
19.8632,19.7237,r
19.68687,19.7237,i
19.69858,19.7237,z
22.69718,17.54712,u
20.109,17.54712,g
18.69279,17.54712,r
18.07146,17.54712,i
17.54197,17.54712,z
24.65997,20.67661,u
22.76849,20.67661,g
21.92734,20.67661,r
21.1658,20.67661,i
20.73582,20.67661,z
24.51629,20.77602,u
25.27114,20.77602,g
24.59537,20.77602,r
24.39403,20.77602,i
20.69554,20.77602,z
24.36735,20.71778,u
24.30664,20.71778,g
22.42793,20.71778,r
22.12673,20.71778,i
21.49364,20.71778,z
25.27674,22.3097,u
22.84705,22.3097,g
22.32327,22.3097,r
21.93329,22.3097,i
22.5998,22.3097,z
23.10741,19.51939,u
21.65327,19.51939,g
20.36727,19.51939,r
19.89549,19.51939,i
19.54127,19.51939,z
25.74934,20.87218,u
25.30176,20.87218,g
22.65565,20.87218,r
21.3748,20.87218,i
20.90518,20.87218,z
25.44191,20.81232,u
24.28508,20.81232,g
23.66954,20.81232,r
21.98639,20.81232,i
21.17769,20.81232,z
24.28802,21.68235,u
24.77378,21.68235,g
23.50372,21.68235,r
22.07898,21.68235,i
21.69719,21.68235,z
19.26804,17.4517,u
18.0715,17.4517,g
17.66556,17.4517,r
17.5099,17.4517,i
17.44622,17.4517,z
23.97086,21.78865,u
24.32807,21.78865,g
23.43451,21.78865,r
22.0545,21.78865,i
21.73879,21.78865,z
21.62871,23.51974,u
24.82921,23.51974,g
25.00308,23.51974,r
24.62045,23.51974,i
23.24091,23.51974,z
23.75657,21.12657,u
22.70638,21.12657,g
21.78498,21.12657,r
21.30135,21.12657,i
21.79364,21.12657,z
23.7974,22.9352,u
23.27265,22.9352,g
22.63229,22.9352,r
22.28181,22.9352,i
23.22073,22.9352,z
25.10865,20.99999,u
22.90384,20.99999,g
22.11337,20.99999,r
21.9243,20.99999,i
21.02811,20.99999,z
23.48152,21.57513,u
24.385,21.57513,g
23.33262,21.57513,r
22.80135,21.57513,i
22.41085,21.57513,z
23.17903,18.7021,u
21.93251,18.7021,g
21.41302,18.7021,r
21.09171,18.7021,i
20.68284,18.7021,z
21.07881,19.00405,u
19.7607,19.00405,g
19.21812,19.00405,r
18.99914,19.00405,i
18.98368,19.00405,z
24.00328,18.59479,u
21.17422,18.59479,g
19.83368,18.59479,r
19.06805,18.59479,i
18.70395,18.59479,z
23.41149,19.80381,u
22.66981,19.80381,g
21.13514,19.80381,r
20.51188,19.80381,i
19.8177,19.80381,z
23.53912,22.25827,u
22.79413,22.25827,g
23.67732,22.25827,r
22.9177,22.25827,i
22.94231,22.25827,z
22.4406,17.26126,u
20.67794,17.26126,g
19.05849,17.26126,r
17.95442,17.26126,i
17.29262,17.26126,z
24.1635,20.3088,u
22.89645,20.3088,g
21.49757,20.3088,r
21.01196,20.3088,i
20.29547,20.3088,z
21.95838,23.71955,u
26.08047,23.71955,g
24.56486,23.71955,r
24.56027,23.71955,i
23.4667,23.71955,z
24.77272,21.83588,u
23.95783,21.83588,g
22.59068,21.83588,r
22.42429,21.83588,i
22.01401,21.83588,z
24.13071,22.87718,u
23.09506,22.87718,g
22.64663,22.87718,r
22.41314,22.87718,i
22.83374,22.87718,z
23.28126,22.39469,u
24.57637,22.39469,g
23.42241,22.39469,r
22.26079,22.39469,i
22.18456,22.39469,z
23.13834,19.4618,u
22.12255,19.4618,g
20.60193,19.4618,r
20.13169,19.4618,i
19.80294,19.4618,z
24.69192,20.05019,u
23.33956,20.05019,g
22.33269,20.05019,r
21.07754,20.05019,i
20.08133,20.05019,z
22.74861,19.82479,u
22.15414,19.82479,g
21.06168,19.82479,r
20.6045,19.82479,i
20.34858,19.82479,z
23.2466,20.76585,u
23.47617,20.76585,g
22.48958,20.76585,r
21.77573,20.76585,i
20.74592,20.76585,z
23.60036,21.62213,u
23.32286,21.62213,g
22.20506,21.62213,r
21.8686,21.62213,i
21.67607,21.62213,z
23.36619,21.51801,u
22.90606,21.51801,g
22.73217,21.51801,r
22.62039,21.51801,i
21.59293,21.51801,z
22.96072,21.28098,u
22.78217,21.28098,g
22.45326,21.28098,r
21.85246,21.28098,i
21.49376,21.28098,z
22.66469,20.80559,u
22.47122,20.80559,g
21.84176,20.80559,r
21.20782,20.80559,i
21.3501,20.80559,z
24.11608,21.83875,u
23.30297,21.83875,g
22.59902,21.83875,r
22.28042,21.83875,i
21.95202,21.83875,z
24.6036,18.92085,u
23.02906,18.92085,g
21.63324,18.92085,r
19.91786,18.92085,i
18.95485,18.92085,z
24.07772,20.37341,u
22.75326,20.37341,g
21.58674,20.37341,r
20.72892,20.37341,i
20.36351,20.37341,z
24.68541,19.70443,u
21.92042,19.70443,g
20.64267,19.70443,r
20.15208,19.70443,i
19.74198,19.70443,z
24.05116,20.58934,u
24.81944,20.58934,g
22.98324,20.58934,r
21.55517,20.58934,i
20.66244,20.58934,z
23.31149,20.70317,u
21.37857,20.70317,g
20.80915,20.70317,r
20.47559,20.70317,i
20.66714,20.70317,z
22.4741,22.22233,u
22.67595,22.22233,g
23.06364,22.22233,r
22.00767,22.22233,i
22.06215,22.22233,z
25.57311,20.40278,u
24.5405,20.40278,g
23.11942,20.40278,r
21.56097,20.40278,i
20.75153,20.40278,z
24.08672,20.67841,u
23.16224,20.67841,g
21.98024,20.67841,r
21.52292,20.67841,i
20.98896,20.67841,z
23.26082,21.45989,u
23.55254,21.45989,g
22.47334,21.45989,r
22.22156,21.45989,i
21.28255,21.45989,z
23.723,20.76225,u
25.99258,20.76225,g
24.86331,20.76225,r
25.01581,20.76225,i
20.88765,20.76225,z
24.33354,15.37914,u
25.91885,15.37914,g
23.63596,15.37914,r
24.362,15.37914,i
21.12652,15.37914,z
18.38613,14.99969,u
16.21398,14.99969,g
15.39557,14.99969,r
15.13591,14.99969,i
14.99846,14.99969,z
24.13857,21.9996,u
23.50528,21.9996,g
22.84725,21.9996,r
22.69729,21.9996,i
22.10439,21.9996,z
21.292,19.3444,u
20.02895,19.3444,g
19.56941,19.3444,r
19.3614,19.3444,i
19.30519,19.3444,z
22.97641,21.3559,u
23.19939,21.3559,g
22.53737,21.3559,r
22.31405,21.3559,i
21.53033,21.3559,z
20.58624,20.74004,u
20.16174,20.74004,g
20.34786,20.74004,r
20.52952,20.74004,i
20.77909,20.74004,z
23.4493,20.45773,u
25.78706,20.45773,g
23.53539,20.45773,r
21.67933,20.45773,i
20.40855,20.45773,z
23.00072,20.59312,u
22.48209,20.59312,g
21.2892,20.59312,r
20.87566,20.59312,i
20.61481,20.59312,z
22.10254,19.87426,u
22.39261,19.87426,g
21.26189,19.87426,r
20.88627,19.87426,i
20.45525,19.87426,z
20.8744,19.66348,u
20.01148,19.66348,g
19.66622,19.66348,r
19.5498,19.66348,i
19.61981,19.66348,z
23.44079,21.46929,u
23.91765,21.46929,g
22.76806,21.46929,r
22.12359,21.46929,i
21.80241,21.46929,z
22.49774,19.98951,u
21.8299,19.98951,g
20.93483,19.98951,r
20.65816,19.98951,i
20.26014,19.98951,z
22.92124,22.43207,u
23.21679,22.43207,g
23.61487,22.43207,r
22.74344,22.43207,i
22.42219,22.43207,z
21.33569,18.74204,u
19.60111,18.74204,g
18.99808,18.74204,r
18.8377,18.74204,i
18.73154,18.74204,z
21.43138,19.93228,u
20.58455,19.93228,g
20.12562,19.93228,r
19.91799,19.93228,i
19.97544,19.93228,z
23.65497,21.82839,u
23.84949,21.82839,g
24.03066,21.82839,r
22.63575,21.82839,i
22.29114,21.82839,z
24.12407,22.20968,u
24.04636,22.20968,g
23.03391,22.20968,r
22.36809,22.20968,i
22.30903,22.20968,z
22.1981,23.99831,u
25.16039,23.99831,g
24.77248,23.99831,r
24.86499,23.99831,i
23.09268,23.99831,z
23.32673,21.21308,u
22.9104,21.21308,g
21.9126,21.21308,r
22.01234,21.21308,i
21.3063,21.21308,z
24.01745,20.96422,u
23.19196,20.96422,g
22.37063,20.96422,r
21.60665,20.96422,i
21.12217,20.96422,z
22.92561,21.00867,u
23.38285,21.00867,g
22.51821,21.00867,r
22.23904,21.00867,i
21.16846,21.00867,z
25.05034,19.00675,u
22.69075,19.00675,g
21.21779,19.00675,r
20.4625,19.00675,i
19.87453,19.00675,z
25.17383,18.68159,u
20.33238,18.68159,g
19.25927,18.68159,r
18.87165,18.68159,i
18.69284,18.68159,z
23.92696,21.00703,u
23.60273,21.00703,g
22.56632,21.00703,r
21.66269,21.00703,i
21.18749,21.00703,z
24.53464,22.84253,u
24.95429,22.84253,g
25.00513,22.84253,r
22.12848,22.84253,i
22.74936,22.84253,z
18.17563,15.72503,u
16.63914,15.72503,g
16.02617,15.72503,r
15.83204,15.72503,i
15.72351,15.72503,z
23.26217,19.44952,u
22.14322,19.44952,g
21.17125,19.44952,r
20.57929,19.44952,i
20.04177,19.44952,z
23.68188,20.2117,u
22.84103,20.2117,g
21.76996,20.2117,r
21.43608,20.2117,i
20.80018,20.2117,z
23.11194,21.70751,u
22.54723,21.70751,g
22.38406,21.70751,r
22.60177,21.70751,i
21.6161,21.70751,z
23.10222,22.2144,u
23.68911,22.2144,g
22.57458,22.2144,r
23.47344,22.2144,i
22.20546,22.2144,z
24.14388,21.76221,u
23.71058,21.76221,g
22.83763,21.76221,r
22.1622,21.76221,i
21.92209,21.76221,z
24.29448,22.63386,u
25.55071,22.63386,g
24.5416,22.63386,r
22.62473,22.63386,i
22.71839,22.63386,z
23.53044,24.15248,u
26.09745,24.15248,g
24.45863,24.15248,r
22.1102,24.15248,i
24.13383,24.15248,z
22.84084,21.60519,u
23.03056,21.60519,g
22.45678,21.60519,r
21.64668,21.60519,i
21.76541,21.60519,z
22.63221,23.70308,u
25.05596,23.70308,g
23.83895,23.70308,r
24.40195,23.70308,i
22.62974,23.70308,z
25.21174,21.58577,u
22.93373,21.58577,g
22.10666,21.58577,r
22.00558,21.58577,i
21.56543,21.58577,z
23.7724,22.15408,u
23.44458,22.15408,g
22.54463,22.15408,r
22.07335,22.15408,i
22.14693,22.15408,z
17.15386,14.7273,u
15.61933,14.7273,g
15.02039,14.7273,r
14.81403,14.7273,i
14.73446,14.7273,z
23.17131,21.99818,u
23.01902,21.99818,g
22.54746,21.99818,r
22.19012,21.99818,i
22.17763,21.99818,z
24.52393,20.71756,u
23.87233,20.71756,g
22.15875,20.71756,r
20.99843,20.71756,i
20.79769,20.71756,z
25.54623,20.39742,u
23.08982,20.39742,g
21.79718,20.39742,r
21.38158,20.39742,i
20.46108,20.39742,z
22.89539,21.06765,u
23.05605,21.06765,g
23.23212,21.06765,r
22.25228,21.06765,i
21.35714,21.06765,z
23.40461,20.91649,u
24.07018,20.91649,g
23.20021,20.91649,r
22.17712,20.91649,i
21.53265,20.91649,z
23.37208,16.95425,u
20.84618,16.95425,g
19.24224,16.95425,r
17.7793,16.95425,i
16.96079,16.95425,z
22.31297,22.69342,u
25.40759,22.69342,g
24.38946,22.69342,r
23.44536,22.69342,i
22.62984,22.69342,z
23.60828,23.37071,u
22.89473,23.37071,g
22.55209,23.37071,r
22.4686,23.37071,i
23.1327,23.37071,z
23.51332,21.89181,u
23.41682,21.89181,g
22.47978,21.89181,r
22.70627,21.89181,i
22.20356,21.89181,z
22.44955,19.08611,u
21.98069,19.08611,g
21.19847,19.08611,r
20.97555,19.08611,i
20.49429,19.08611,z
22.44446,22.03343,u
22.34574,22.03343,g
21.83556,22.03343,r
21.53211,22.03343,i
22.31237,22.03343,z
23.55617,19.35237,u
21.58946,19.35237,g
20.40286,19.35237,r
19.8982,19.35237,i
19.45067,19.35237,z
24.22902,19.11848,u
22.97968,19.11848,g
21.3949,19.11848,r
19.81275,19.11848,i
19.11526,19.11848,z
24.26516,17.82442,u
20.54661,17.82442,g
19.13728,17.82442,r
18.27384,17.82442,i
17.8239,17.82442,z
25.18055,20.83869,u
23.54996,20.83869,g
22.03707,20.83869,r
21.34999,20.83869,i
21.0694,20.83869,z
25.46688,20.51583,u
23.31509,20.51583,g
21.99216,20.51583,r
21.28438,20.51583,i
20.60647,20.51583,z
23.74462,21.20049,u
23.47308,21.20049,g
22.81311,21.20049,r
22.14338,21.20049,i
21.77016,21.20049,z
23.51097,20.61041,u
23.78303,20.61041,g
22.82391,20.61041,r
22.1482,20.61041,i
20.97405,20.61041,z
23.69071,21.02468,u
24.34446,21.02468,g
22.4209,21.02468,r
21.45535,21.02468,i
21.03432,21.02468,z
24.17068,21.15893,u
24.47287,21.15893,g
23.20093,21.15893,r
22.25573,21.15893,i
21.3723,21.15893,z
23.06351,19.28872,u
22.75839,19.28872,g
21.22508,19.28872,r
20.03527,19.28872,i
19.28187,19.28872,z
22.98867,22.93375,u
23.29976,22.93375,g
23.04167,22.93375,r
22.35589,22.93375,i
22.82733,22.93375,z
22.23629,22.45369,u
25.85353,22.45369,g
24.56568,22.45369,r
25.55103,22.45369,i
22.84607,22.45369,z
23.77723,19.6703,u
21.9499,19.6703,g
20.95554,19.6703,r
20.42305,19.6703,i
20.06904,19.6703,z
20.77468,17.07421,u
18.66552,17.07421,g
17.72837,17.07421,r
17.29044,17.07421,i
17.08664,17.07421,z
23.37847,21.63637,u
23.16475,21.63637,g
22.56729,21.63637,r
22.20096,21.63637,i
21.68399,21.63637,z
24.93309,20.74257,u
23.24848,20.74257,g
23.64508,20.74257,r
23.73246,20.74257,i
20.88691,20.74257,z
24.67723,19.37937,u
23.36673,19.37937,g
22.27702,19.37937,r
20.69571,19.37937,i
19.80176,19.37937,z
18.69707,16.84822,u
17.52269,16.84822,g
17.0979,16.84822,r
16.93094,16.84822,i
16.84025,16.84822,z
22.66284,21.89841,u
22.9071,21.89841,g
22.45484,21.89841,r
22.29577,21.89841,i
21.97184,21.89841,z
23.40793,21.21848,u
23.40506,21.21848,g
23.45767,21.21848,r
22.38401,21.21848,i
21.97353,21.21848,z
24.10887,21.59503,u
22.99049,21.59503,g
22.5268,21.59503,r
21.72515,21.59503,i
21.75403,21.59503,z
22.90091,20.96504,u
23.7283,20.96504,g
23.24754,20.96504,r
22.26303,20.96504,i
21.16557,20.96504,z
23.33811,22.01611,u
23.73735,22.01611,g
23.68427,22.01611,r
22.07339,22.01611,i
21.96184,22.01611,z
23.27073,20.13525,u
23.51401,20.13525,g
22.74105,20.13525,r
22.31937,20.13525,i
21.7999,20.13525,z
23.4841,22.38036,u
24.10577,22.38036,g
22.83724,22.38036,r
23.20092,22.38036,i
22.74628,22.38036,z
20.58697,19.25237,u
19.7124,19.25237,g
19.47268,19.25237,r
19.41063,19.25237,i
19.24873,19.25237,z
25.293,21.03808,u
24.8377,21.03808,g
22.76738,21.03808,r
21.8695,21.03808,i
21.44308,21.03808,z
22.70114,21.34165,u
22.52938,21.34165,g
22.68904,21.34165,r
21.92378,21.34165,i
22.53248,21.34165,z
23.94024,21.40544,u
23.32533,21.40544,g
22.40824,21.40544,r
22.46587,21.40544,i
21.64152,21.40544,z
24.63488,22.82689,u
19.24834,22.82689,g
20.97935,22.82689,r
20.71417,22.82689,i
22.82659,22.82689,z
24.22488,24.14174,u
23.09628,24.14174,g
25.03065,24.14174,r
23.90993,24.14174,i
24.226,24.14174,z
25.07212,22.23158,u
22.75332,22.23158,g
22.39342,22.23158,r
22.42246,22.23158,i
22.08705,22.23158,z
22.68557,18.94747,u
22.35039,18.94747,g
20.7648,18.94747,r
19.61616,18.94747,i
18.95144,18.94747,z
25.00452,21.63483,u
23.63127,21.63483,g
22.89865,21.63483,r
22.34217,21.63483,i
21.52874,21.63483,z
23.67043,20.45786,u
24.60841,20.45786,g
23.5298,20.45786,r
21.81497,20.45786,i
20.82518,20.45786,z
23.92356,22.62549,u
23.07097,22.62549,g
22.5424,22.62549,r
22.50896,22.62549,i
22.9908,22.62549,z
23.58893,20.92697,u
24.1912,20.92697,g
23.33113,20.92697,r
22.20815,20.92697,i
21.10289,20.92697,z
22.04453,19.31656,u
21.66187,19.31656,g
21.03475,19.31656,r
20.82952,19.31656,i
19.88223,19.31656,z
24.56591,21.72232,u
24.5877,21.72232,g
22.92625,21.72232,r
21.86197,21.72232,i
21.63492,21.72232,z
23.78238,22.31921,u
23.19163,22.31921,g
22.56583,22.31921,r
21.92051,22.31921,i
22.56863,22.31921,z
23.72588,21.06914,u
24.26726,21.06914,g
22.37586,21.06914,r
21.88226,21.06914,i
21.3121,21.06914,z
24.7862,20.81556,u
23.70168,20.81556,g
23.15319,20.81556,r
23.33119,20.81556,i
20.76435,20.81556,z
23.97246,20.30632,u
22.94463,20.30632,g
21.72739,20.30632,r
20.91822,20.30632,i
20.28217,20.30632,z
23.23797,20.68485,u
23.85859,20.68485,g
22.80751,20.68485,r
21.55181,20.68485,i
21.04964,20.68485,z
23.5414,23.30289,u
23.67945,23.30289,g
22.83632,23.30289,r
23.25398,23.30289,i
23.29278,23.30289,z
25.01314,21.37078,u
25.60466,21.37078,g
23.50567,21.37078,r
22.14971,21.37078,i
21.76702,21.37078,z
22.78771,22.23629,u
22.77232,22.23629,g
22.37506,22.23629,r
21.82949,22.23629,i
22.68924,22.23629,z
23.47001,21.54285,u
23.66303,21.54285,g
22.97018,21.54285,r
22.23919,21.54285,i
21.92933,21.54285,z
25.89193,20.22736,u
23.77492,20.22736,g
22.48994,20.22736,r
21.25495,20.22736,i
20.35328,20.22736,z
22.10689,20.55627,u
22.05641,20.55627,g
21.32047,20.55627,r
21.08838,20.55627,i
20.89822,20.55627,z
25.45794,20.63211,u
24.18928,20.63211,g
23.31957,20.63211,r
22.0378,20.63211,i
20.85602,20.63211,z
25.46598,20.64392,u
25.28633,20.64392,g
23.98258,20.64392,r
22.05065,20.64392,i
20.65524,20.64392,z
25.59852,21.45532,u
22.9981,21.45532,g
22.47323,21.45532,r
21.92947,21.45532,i
21.40416,21.45532,z
24.70763,22.70628,u
23.77024,22.70628,g
22.90853,22.70628,r
22.53807,22.70628,i
22.68164,22.70628,z
20.11401,17.2627,u
18.35405,17.2627,g
17.63236,17.2627,r
17.36724,17.2627,i
17.26264,17.2627,z
22.76077,20.03781,u
22.37203,20.03781,g
21.621,20.03781,r
21.31148,20.03781,i
21.09814,20.03781,z
24.43982,19.38231,u
23.84046,19.38231,g
22.70405,19.38231,r
20.93195,19.38231,i
19.97252,19.38231,z
24.89016,20.19064,u
23.05555,20.19064,g
21.98763,20.19064,r
21.24265,20.19064,i
20.42833,20.19064,z
24.12137,21.78988,u
23.4111,21.78988,g
22.33062,21.78988,r
22.34358,21.78988,i
22.32875,21.78988,z
23.87167,22.10153,u
24.64239,22.10153,g
23.23055,22.10153,r
22.29875,22.10153,i
22.06794,22.10153,z
24.20632,22.67571,u
23.40298,22.67571,g
23.64812,22.67571,r
22.36784,22.67571,i
22.66072,22.67571,z
23.0842,20.07826,u
23.85385,20.07826,g
22.2275,20.07826,r
21.51214,20.07826,i
20.58376,20.07826,z
22.70667,19.97531,u
22.09383,19.97531,g
21.05586,19.97531,r
20.70089,19.97531,i
20.44875,19.97531,z
23.28703,18.63124,u
21.44169,18.63124,g
20.02265,18.63124,r
19.12514,18.63124,i
18.61954,18.63124,z
23.29916,19.74114,u
22.59578,19.74114,g
21.34923,19.74114,r
20.87189,19.74114,i
20.54346,19.74114,z
23.13182,18.64137,u
21.27679,18.64137,g
19.79193,18.64137,r
19.09358,18.64137,i
18.6528,18.64137,z
24.96142,20.30639,u
24.58301,20.30639,g
23.14835,20.30639,r
21.75674,20.30639,i
20.46068,20.30639,z
25.19352,19.84789,u
23.0127,19.84789,g
21.86668,19.84789,r
20.39688,19.84789,i
19.9427,19.84789,z
25.79276,22.0567,u
23.38166,22.0567,g
24.81003,22.0567,r
24.80331,22.0567,i
22.34076,22.0567,z
19.27029,16.0516,u
17.25623,16.0516,g
16.48265,16.0516,r
